attraction_id,attraction_name,city_id,category,entry_fee_indian_inr,entry_fee_foreigner_inr,camera_fee_inr,trust_score,scam_markup_pct,timestamp
2565,Surat Wildlife Sanctuary,29,Palace,10,50,0,53.1,38.2,2025-07-16 03:35:26
2566,Hubballi Lake,54,Lake,0,0,0,73.4,12.5,2026-02-03 21:00:04
2567,Jodhpur Waterfall,97,Waterfall,30,300,0,68.2,29.0,2026-02-04 17:28:58
2568,Quick-bite Bodh Gaya Garden,17,Garden,200,3000,0,55.6,28.9,2026-05-11 11:01:50
2569,Roadside Alibaug Cave,76,Cave,20,300,100,90.1,0,2025-05-23 05:12:14
2570,Panaji National Park,23,Hill Station Point,200,1000,0,46.2,58.8,2026-04-21 01:25:06
2571,Aizawl Bridge,82,Bridge,100,1500,25,74.5,12.5,2025-11-30 14:04:35
2572,Quick-bite Hubballi Temple,54,Temple,200,1000,0,69.7,11.5,2025-05-10 09:21:23
2573,Extra Cheesy Hubballi Market,54,Market,20,160,0,63.7,20.9,2026-05-26 10:40:12
2574,Bikaner Temple,101,Temple,10,150,25,68.4,25.9,2026-04-27 15:57:55
2575,Puri Bridge,87,Bridge,10,100,50,68.9,14.4,2025-05-09 06:08:56
2576,Jaipur Garden,95,Garden,100,500,50,80.1,8.1,2025-07-25 19:05:12
2577,Lachung Temple,105,Temple,30,240,0,82.7,3.8,2026-05-08 01:00:16
2578,Jagdalpur Wildlife Sanctuary,22,Dam,20,200,0,86.0,0,2026-05-18 20:41:00
2579,Nashik Heritage Walk,72,Hill Station Point,150,1500,25,74.8,6.8,2025-07-29 02:02:48
2580,Festival Darjeeling National Park,135,Bridge,50,500,25,77.2,6.4,2025-09-02 13:58:02
2581,Nizamabad Waterfall,116,Waterfall,30,300,25,63.5,37.0,2025-01-14 02:35:34
2582,Royal Cuttack Garden,89,Garden,200,1000,0,53.7,40.1,2025-02-23 08:24:12
2583,Kanpur Viewpoint,125,Viewpoint,10,150,50,85.1,0,2025-02-16 20:29:47
2584,Signature Thanjavur Fort,113,Fort,0,0,100,78.1,8.6,2026-01-20 00:40:16
2585,Street-side Darjeeling Dam,135,Dam,100,500,25,89.7,0,2026-01-18 05:43:58
2586,Deluxe Itanagar Heritage Walk,7,Heritage Walk,200,3000,0,79.7,4.1,2025-01-04 23:11:09
2587,Coorg Palace,52,Palace,50,750,0,70.5,17.2,2025-10-21 16:40:55
2588,Jaisalmer Beach,98,Beach,100,1000,0,77.5,7.8,2025-03-07 15:42:57
2589,Warangal Dam,115,Dam,30,150,0,52.7,52.9,2026-05-30 00:17:33
2590,Ranchi Waterfall,45,Waterfall,50,250,50,73.4,9.7,2026-06-21 04:52:25
2591,Kanpur Cave,125,Cave,200,1000,50,68.8,12.1,2025-03-06 11:31:31
2592,Kovalam Palace,61,Palace,100,1000,0,53.9,23.2,2025-06-17 01:41:55
2593,Signature Rameswaram Beach,111,Beach,10,100,100,66.2,28.7,2025-01-11 03:48:30
2594,Coimbatore Waterfall,108,Waterfall,10,80,100,80.6,6.9,2025-12-08 11:51:51
2595,Hyderabad Hill Station Point,114,Bridge,200,3000,25,72.7,8.7,2026-03-06 20:35:04
2596,Anjuna Garden,27,Garden,10,50,0,71.8,11.2,2025-12-30 02:01:26
2597,Varanasi Waterfall,121,Waterfall,200,1000,25,95.2,0,2025-02-20 04:38:18
2598,Authentic Jim Corbett Wildlife Sanctuary,133,Temple,100,800,50,70.0,17.6,2025-05-02 15:53:55
2599,Jorhat Waterfall,12,Waterfall,10,80,50,81.9,4.4,2025-11-20 19:24:26
2600,Auli Palace,132,Palace,20,160,25,56.9,30.8,2026-06-27 02:31:21
2601,Noida Viewpoint,126,Viewpoint,50,250,0,78.5,11.3,2025-12-30 21:57:33
2602,Jodhpur Beach,97,Beach,30,240,100,72.3,14.0,2026-05-19 03:10:42
2603,Premium Kaziranga National Park,13,Fort,20,300,25,66.2,26.9,2025-11-11 02:32:41
2604,Indore Monastery,63,Monastery,200,1600,50,76.4,13.4,2025-12-26 06:45:42
2605,Varanasi Monastery,121,Monastery,0,0,100,84.0,1.2,2026-01-19 19:54:42
2606,Village-style Digha Viewpoint,136,Viewpoint,50,750,100,77.5,4.5,2026-01-02 21:03:19
2607,Local Favourite Chilika Beach,90,Beach,20,200,25,66.3,17.5,2026-02-02 16:54:51
2608,Munnar Hill Station Point,57,Heritage Walk,0,0,50,66.7,26.3,2025-03-17 19:44:54
2609,Premium Kullu Beach,42,Beach,10,150,25,59.1,46.5,2025-07-14 16:11:28
2610,Royal Bikaner Heritage Walk,101,Museum,30,300,25,86.4,0,2025-07-22 14:02:16
2611,Vasco da Gama Cave,25,Cave,20,300,0,82.0,4.0,2025-10-24 03:54:56
2612,Mangaluru Viewpoint,51,Viewpoint,0,0,25,56.2,35.4,2025-10-04 06:09:14
2613,Quick-bite Cuttack Hill Station Point,89,Beach,10,50,0,86.3,0,2025-02-26 09:00:26
2614,Hubballi Church,54,Church,200,1000,0,67.9,28.1,2026-06-05 23:17:02
2615,Chef's Mumbai Church,69,Church,50,250,0,70.1,20.7,2025-08-24 01:14:53
2616,Udupi Palace,53,Palace,20,100,50,75.6,9.7,2025-09-25 00:32:19
2617,Royal Agartala Fort,117,Fort,20,200,0,83.1,1.3,2026-01-30 06:49:49
2618,Coorg Cave,52,Cave,20,160,0,39.3,68.0,2026-03-13 01:15:12
2619,Gaya Palace,16,Palace,20,300,100,65.8,27.7,2026-05-17 02:01:02
2620,Homestyle Mysuru Lake,49,Lake,50,400,50,66.5,12.4,2026-01-07 08:49:39
2621,Dehradun National Park,127,Hill Station Point,10,150,50,72.2,21.2,2025-05-17 05:39:56
2622,Street-side Agra Temple,120,Temple,30,300,50,85.8,0,2026-05-15 23:45:03
2623,Khajuraho Palace,64,Palace,100,500,0,62.5,14.4,2026-04-17 19:26:12
2624,Auli Zoo,132,Zoo,10,150,0,77.8,9.5,2025-02-27 19:23:11
2625,Kakinada Palace,6,Palace,30,240,100,78.2,8.7,2025-04-22 12:58:05
2626,Festival Gangtok Beach,103,Beach,200,2000,0,59.8,20.9,2025-05-31 17:33:11
2627,Kaziranga Waterfall,13,Waterfall,0,0,50,40.8,70.4,2025-09-24 04:12:40
2628,Homestyle Ooty Museum,109,Museum,20,100,25,78.2,7.8,2025-05-05 01:03:42
2629,Jagdalpur Zoo,22,Zoo,10,150,100,81.7,4.7,2025-01-09 09:36:07
2630,Patiala Waterfall,94,Waterfall,20,200,50,91.7,0,2026-06-17 20:16:11
2631,Mahabalipuram Wildlife Sanctuary,112,Bridge,150,1500,0,51.2,49.4,2025-07-16 20:20:37
2632,Pelling Cave,104,Cave,0,0,100,58.6,23.5,2025-03-22 16:14:00
2633,Premium Bhubaneswar Waterfall,86,Waterfall,200,1600,0,52.2,26.9,2026-03-10 19:51:03
2634,Konark Heritage Walk,88,Bridge,150,1200,100,54.3,38.3,2025-02-26 22:03:58
2635,Faridabad Wildlife Sanctuary,36,Viewpoint,20,200,50,69.7,23.1,2025-10-09 15:50:40
2636,Extra Cheesy Munnar Museum,57,Museum,200,3000,25,81.6,2.3,2026-04-01 14:57:59
2637,Coimbatore Dam,108,Dam,30,150,25,80.0,3.9,2025-10-22 06:17:36
2638,Spiti Market,43,Market,0,0,0,40.2,48.8,2025-08-04 18:36:22
2639,Quick-bite Gangtok National Park,103,Zoo,30,300,25,67.3,23.9,2025-05-30 03:06:24
2640,Special Nashik Market,72,Market,150,1200,50,76.9,10.8,2026-04-08 23:31:38
2641,Kakinada Market,6,Market,0,0,100,59.1,36.1,2025-07-02 16:10:15
2642,Konark Temple,88,Temple,10,150,0,72.4,19.9,2025-07-12 09:34:52
2643,Shantiniketan National Park,138,Church,100,1500,25,79.0,10.1,2025-08-02 20:07:54
2644,Udaipur (Tripura) National Park,118,Monastery,50,500,100,57.8,48.9,2025-01-17 22:15:54
2645,Ooty Wildlife Sanctuary,109,Garden,200,3000,100,87.5,0,2025-02-17 14:42:11
2646,Varanasi Monastery,121,Monastery,20,160,0,63.7,23.3,2026-03-09 05:00:32
2647,Champhai Bridge,83,Bridge,50,400,50,56.4,18.2,2026-05-27 12:52:31
2648,Chef's Chennai Temple,106,Temple,100,1500,0,82.8,3.9,2025-02-27 06:19:23
2649,Roadside Cuttack Hill Station Point,89,Waterfall,150,1500,25,82.2,1.8,2025-12-24 06:43:00
2650,Thiruvananthapuram Wildlife Sanctuary,56,Church,100,1500,0,83.3,2.8,2026-01-29 04:05:47
2651,Spicy Udaipur National Park,96,Beach,150,1200,50,77.8,9.8,2025-05-04 17:06:02
2652,Nizamabad Beach,116,Beach,100,1500,50,49.4,42.9,2025-07-16 05:19:51
2653,Traditional Aurangabad Garden,73,Garden,200,1000,0,92.9,0,2026-01-18 22:25:48
2654,Munnar Viewpoint,57,Viewpoint,150,2250,25,74.0,10.6,2025-11-05 13:21:32
2655,Jagdalpur Cave,22,Cave,20,100,50,63.1,26.9,2025-03-29 03:15:57
2656,Panipat Hill Station Point,38,Heritage Walk,150,1200,50,43.8,41.9,2025-10-28 04:13:28
2657,Vasco da Gama Market,25,Market,150,2250,100,71.5,23.7,2025-02-21 05:50:59
2658,Street-side Jaisalmer National Park,98,National Park,200,3000,25,66.9,18.9,2026-06-05 15:01:30
2659,Konark Hill Station Point,88,Waterfall,10,150,50,86.9,0,2026-04-30 12:55:04
2660,Surat Garden,29,Garden,150,750,50,73.1,11.5,2025-06-03 13:12:21
2661,Haridwar Fort,129,Fort,100,1500,0,76.8,11.9,2026-01-14 02:00:39
2662,Munnar Cave,57,Cave,20,200,100,70.1,22.4,2026-01-13 16:24:11
2663,Panipat Palace,38,Palace,0,0,50,55.0,27.3,2025-11-18 01:46:09
2664,Patna Palace,15,Palace,200,1600,100,59.2,19.0,2025-12-25 22:01:00
2665,Authentic Hubballi Beach,54,Beach,200,1600,0,76.8,7.7,2025-10-23 19:57:59
2666,Royal Pushkar Church,99,Church,0,0,50,84.3,0.8,2026-05-19 14:34:18
2667,Prayagraj Heritage Walk,124,Fort,30,300,100,61.4,37.3,2026-06-10 10:21:37
2668,Siliguri Museum,137,Museum,10,100,50,74.6,11.9,2025-06-18 08:15:31
2669,Premium Chilika Museum,90,Museum,100,1500,50,68.6,25.2,2025-06-21 00:41:42
2670,Nalanda Waterfall,18,Waterfall,10,150,0,62.6,29.5,2025-07-11 14:19:15
2671,Siliguri Church,137,Church,150,2250,0,67.3,29.0,2025-04-11 05:17:18
2672,Vijayawada Museum,2,Museum,30,300,25,58.5,39.9,2025-05-24 09:11:46
2673,Panipat Fort,38,Fort,100,500,50,92.3,0,2025-07-11 13:46:14
2674,Hampi Monastery,50,Monastery,150,1500,0,61.9,23.0,2026-04-13 17:25:26
2675,Shantiniketan Waterfall,138,Waterfall,0,0,25,88.5,0,2026-04-25 11:41:25
2676,Grandma's Darjeeling Church,135,Church,20,300,25,69.0,28.0,2026-04-11 13:59:50
2677,Ajmer Lake,102,Lake,10,100,0,78.9,10.2,2025-01-21 18:36:10
2678,Lucknow Palace,119,Palace,0,0,0,72.3,20.4,2026-06-25 05:17:43
2679,Classic Kakinada Garden,6,Garden,200,1600,0,91.6,0,2026-04-13 12:07:47
2680,Vijayawada Heritage Walk,2,Heritage Walk,200,1600,0,53.0,34.6,2026-04-17 06:06:39
2681,Lachung Garden,105,Garden,50,750,0,76.3,8.9,2025-03-19 18:06:04
2682,Premium Jaisalmer Viewpoint,98,Viewpoint,50,500,100,75.5,16.6,2025-06-29 17:48:12
2683,Rajahmundry Museum,5,Museum,100,800,50,74.9,8.1,2025-09-21 22:48:20
2684,Mahabaleshwar Wildlife Sanctuary,75,Viewpoint,100,1000,25,51.1,35.8,2025-07-06 19:46:56
2685,Munnar National Park,57,Fort,200,1000,50,87.9,0,2026-04-06 11:18:17
2686,Jim Corbett Dam,133,Dam,30,150,100,84.5,0.6,2025-05-28 14:22:33
2687,Warangal Hill Station Point,115,Monastery,50,400,100,62.5,33.7,2026-06-21 01:12:01
2688,Wayanad Zoo,60,Zoo,20,100,25,60.0,42.4,2025-07-11 05:44:29
2689,Jim Corbett Fort,133,Fort,30,300,0,55.1,33.7,2025-10-13 19:38:52
2690,Grandma's Gurugram Beach,35,Beach,150,1500,25,74.1,13.7,2025-10-15 05:41:07
2691,Dimapur Beach,85,Beach,200,3000,25,59.4,27.9,2025-02-15 19:29:45
2692,Agartala Temple,117,Temple,10,50,0,82.7,3.0,2025-09-25 10:31:43
2693,Dwarka Garden,32,Garden,50,750,100,85.5,0,2026-02-26 18:34:14
2694,Thiruvananthapuram Beach,56,Beach,30,450,25,62.4,22.8,2025-11-23 09:51:19
2695,Mahabaleshwar Heritage Walk,75,Church,200,2000,50,95.2,0,2025-12-13 01:12:30
2696,Grandma's Lucknow Dam,119,Dam,20,200,100,85.5,0,2025-11-24 03:33:23
2697,Itanagar Cave,7,Cave,200,3000,0,63.6,13.7,2025-06-30 06:57:36
2698,Silchar Temple,14,Temple,150,2250,0,81.1,3.2,2025-09-03 12:51:29
2699,Ujjain Beach,66,Beach,200,1600,0,63.2,23.1,2025-11-30 13:59:56
2700,Bengaluru Museum,48,Museum,10,100,25,71.7,21.7,2026-01-30 06:09:53
2701,Festival Coimbatore Heritage Walk,108,Beach,50,750,0,69.8,15.1,2025-08-31 07:07:13
2702,Calangute Temple,26,Temple,50,400,0,84.9,0.1,2026-03-17 01:04:38
2703,Special Dwarka Temple,32,Temple,0,0,100,65.9,32.5,2025-04-20 16:34:11
2704,Kolkata Viewpoint,134,Viewpoint,100,1500,25,71.9,20.8,2025-04-21 13:51:01
2705,Kozhikode Cave,59,Cave,20,100,100,76.8,11.6,2026-02-16 11:00:06
2706,Spicy Patiala Dam,94,Dam,20,160,100,59.3,46.1,2025-08-02 18:56:09
2707,Signature Udaipur (Tripura) Bridge,118,Bridge,20,100,0,91.6,0,2026-02-25 17:01:25
2708,Dharamshala Beach,41,Beach,30,150,25,60.0,20.7,2025-08-30 09:58:15
2709,Nainital Museum,130,Museum,150,2250,0,77.4,6.8,2026-04-22 06:16:46
2710,Jorhat Wildlife Sanctuary,12,Church,200,2000,50,78.9,10.1,2026-01-29 23:23:01
2711,Festival Munnar National Park,57,Viewpoint,10,80,0,48.6,64.8,2026-03-26 13:06:15
2712,Bilaspur Viewpoint,21,Viewpoint,50,250,25,78.6,11.4,2025-04-04 03:44:42
2713,Street-side Munnar Cave,57,Cave,10,150,50,51.7,42.0,2025-02-13 04:52:13
2714,Rajkot Lake,31,Lake,0,0,50,77.7,5.7,2025-04-19 17:10:40
2715,Spicy Chandigarh Wildlife Sanctuary,92,Temple,10,80,25,78.6,4.1,2025-09-29 08:33:51
2716,Dimapur Lake,85,Lake,0,0,50,45.9,53.6,2025-10-21 03:55:21
2717,Street-side Coimbatore Garden,108,Garden,100,1500,0,56.3,19.0,2025-10-12 16:34:01
2718,Konark Palace,88,Palace,50,250,25,79.2,9.0,2025-08-28 00:38:18
2719,Classic Udaipur Fort,96,Fort,30,240,0,62.0,23.5,2026-04-04 06:20:16
2720,Homestyle Nainital Temple,130,Temple,50,250,25,43.6,45.2,2025-08-14 06:21:25
2721,Dharamshala Dam,41,Dam,50,400,25,77.4,8.8,2026-06-07 12:40:38
2722,Hubballi Fort,54,Fort,100,1500,50,76.2,6.4,2026-03-11 05:57:39
2723,Hyderabad Garden,114,Garden,100,1500,50,71.3,16.7,2026-02-18 07:02:54
2724,Family Recipe Chandigarh Beach,92,Beach,20,160,0,90.1,0,2025-08-20 20:40:49
2725,Haridwar Market,129,Market,150,1200,50,79.6,8.6,2025-10-03 02:22:13
2726,Manali Fort,40,Fort,150,1500,50,81.3,2.9,2025-10-24 15:34:03
2727,Homestyle Ludhiana Monastery,93,Monastery,200,1000,100,53.4,25.1,2026-06-03 11:45:13
2728,Alleppey Beach,58,Beach,10,50,25,91.8,0,2025-07-04 22:52:02
2729,Dehradun Bridge,127,Bridge,20,200,100,69.5,24.3,2025-09-21 18:44:37
2730,Panaji Viewpoint,23,Viewpoint,0,0,25,66.2,32.0,2026-05-05 12:47:25
2731,Pelling Church,104,Church,150,1500,100,81.2,3.1,2025-01-21 16:36:48
2732,Festival Rajkot Lake,31,Lake,30,240,0,80.6,7.7,2026-06-07 03:30:02
2733,Nagpur Bridge,71,Bridge,100,1500,25,73.9,15.0,2025-02-01 05:17:18
2734,Authentic Guwahati Lake,10,Lake,50,500,25,38.9,78.1,2025-09-13 00:14:53
2735,Dwarka Monastery,32,Monastery,20,200,100,85.7,0,2026-01-08 08:08:12
2736,Somnath Cave,33,Cave,50,500,50,43.2,64.9,2026-03-04 22:25:27
2737,Bilaspur Fort,21,Fort,100,800,0,88.0,0,2025-05-05 23:29:08
2738,Ooty Dam,109,Dam,100,1000,100,68.3,21.5,2025-10-19 00:52:32
2739,Local Favourite Panipat Viewpoint,38,Viewpoint,50,750,0,88.3,0,2026-03-23 16:41:07
2740,Kalimpong Lake,139,Lake,150,2250,50,83.8,2.1,2026-06-17 02:22:45
2741,Calangute Temple,26,Temple,150,750,0,55.4,47.8,2025-08-25 12:12:17
2742,Alibaug Market,76,Market,0,0,50,66.1,12.0,2025-06-19 09:57:12
2743,Deluxe Orchha National Park,68,Palace,30,450,25,85.9,0,2025-09-14 09:32:37
2744,Jaipur Church,95,Church,30,150,0,71.0,9.7,2025-08-26 14:05:43
2745,Ujjain Beach,66,Beach,50,400,50,72.7,7.5,2025-12-27 01:07:50
2746,Bilaspur Lake,21,Lake,150,750,0,81.1,6.0,2025-07-18 13:10:41
2747,Alibaug Garden,76,Garden,0,0,50,68.4,14.8,2025-02-18 13:05:41
2748,Bengaluru National Park,48,Cave,100,800,0,77.6,7.0,2025-12-31 04:17:32
2749,Gangtok Waterfall,103,Waterfall,200,3000,0,59.0,33.3,2025-04-24 18:59:46
2750,Indore Museum,63,Museum,30,240,25,49.9,28.0,2025-10-12 08:41:15
2751,Coorg Garden,52,Garden,50,500,100,81.8,4.6,2025-05-09 13:44:59
2752,Special Haridwar Garden,129,Garden,10,80,50,56.9,38.4,2026-01-20 08:45:51
2753,Roadside Agartala Cave,117,Cave,20,160,0,97.4,0,2025-09-10 22:02:53
2754,Local Favourite Rameswaram Wildlife Sanctuary,111,Heritage Walk,50,750,100,76.3,11.6,2025-07-04 02:34:40
2755,Mawlynnong Cave,81,Cave,0,0,0,77.3,6.3,2026-06-22 23:39:35
2756,Rishikesh National Park,128,Heritage Walk,0,0,100,80.6,5.6,2026-01-15 00:43:56
2757,Anjuna Dam,27,Dam,50,250,0,90.0,0,2025-08-04 00:32:18
2758,Kanpur Palace,125,Palace,30,150,100,79.3,5.5,2025-07-09 23:54:54
2759,Ludhiana Temple,93,Temple,30,450,0,56.1,27.5,2025-09-11 18:17:31
2760,Local Favourite Alleppey Market,58,Market,10,50,50,44.3,69.6,2025-06-14 21:55:35
2761,Signature Pelling Fort,104,Fort,20,100,25,69.8,11.1,2025-10-21 14:41:43
2762,Shillong Temple,79,Temple,10,50,100,83.5,2.2,2025-06-01 02:52:43
2763,Traditional Jodhpur Hill Station Point,97,Monastery,20,200,0,86.9,0,2025-03-09 04:41:32
2764,Extra Cheesy Mumbai Hill Station Point,69,National Park,150,2250,0,57.2,32.3,2025-11-30 09:25:14
2765,Roadside Surat Viewpoint,29,Viewpoint,150,1200,0,82.7,2.6,2026-04-27 02:41:00
2766,Hampi Temple,50,Temple,100,800,25,45.4,42.2,2026-03-04 18:36:13
2767,Raipur Cave,20,Cave,10,150,25,74.0,10.3,2025-04-02 17:18:07
2768,Warangal Dam,115,Dam,200,1600,0,66.6,18.1,2025-04-10 13:01:05
2769,Chef's Madurai Temple,107,Temple,100,800,0,73.8,15.9,2025-10-10 04:49:55
2770,Festival Bilaspur Hill Station Point,21,Heritage Walk,30,150,0,86.2,0,2026-04-20 11:49:03
2771,Roadside Kanyakumari Waterfall,110,Waterfall,10,80,0,81.7,5.7,2026-05-16 04:29:21
2772,Spicy Chandigarh Monastery,92,Monastery,200,2000,0,76.3,10.4,2025-05-06 09:48:01
2773,Bengaluru Lake,48,Lake,10,50,100,66.7,32.3,2025-10-04 15:55:45
2774,Nalanda Museum,18,Museum,150,2250,0,55.9,41.3,2025-10-04 12:58:00
2775,Royal Silchar Church,14,Church,200,2000,25,84.7,0.3,2025-03-26 09:05:25
2776,Aurangabad Fort,73,Fort,150,1200,25,61.9,28.7,2025-09-10 22:44:23
2777,Kakinada Waterfall,6,Waterfall,0,0,25,78.1,4.5,2025-08-03 06:52:32
2778,Auli Lake,132,Lake,50,500,100,76.1,6.9,2025-06-20 19:50:41
2779,Village-style Thiruvananthapuram Hill Station Point,56,Heritage Walk,150,1500,0,58.2,17.7,2025-09-19 10:18:13
2780,Deluxe Rajkot Palace,31,Palace,200,3000,50,70.0,16.3,2025-08-21 10:10:36
2781,Kolkata Fort,134,Fort,200,1000,50,80.6,3.0,2025-06-01 11:28:50
2782,Visakhapatnam Monastery,1,Monastery,10,50,25,77.6,7.3,2025-10-06 20:43:48
2783,Munnar Cave,57,Cave,30,150,100,83.9,1.2,2026-03-13 17:11:04
2784,Chef's Cuttack Lake,89,Lake,0,0,0,62.9,31.0,2025-07-27 22:49:56
2785,Champhai Cave,83,Cave,20,200,100,78.5,10.3,2025-04-30 02:20:13
2786,Chennai Temple,106,Temple,0,0,0,83.9,1.8,2026-05-07 08:08:23
2787,Patna Beach,15,Beach,150,1500,25,44.7,34.0,2025-08-20 10:21:58
2788,Premium Udupi Garden,53,Garden,100,800,50,85.0,0,2025-03-05 14:02:53
2789,Gwalior Lake,65,Lake,150,2250,25,65.2,15.4,2025-03-17 15:28:55
2790,Quick-bite Kolkata Church,134,Church,100,1000,50,69.8,16.7,2025-11-02 21:52:16
2791,Moirang Zoo,78,Zoo,100,1000,0,65.0,29.6,2025-07-21 00:45:33
2792,Chennai Lake,106,Lake,10,100,0,76.2,14.7,2025-11-27 06:35:32
2793,Grandma's Patna Wildlife Sanctuary,15,Viewpoint,10,50,100,45.0,47.3,2025-04-13 12:18:41
2794,Nalanda Garden,18,Garden,100,500,25,85.3,0,2026-02-26 05:49:34
2795,Gangtok Viewpoint,103,Viewpoint,200,1600,25,83.1,1.3,2025-03-12 00:02:31
2796,Hyderabad Palace,114,Palace,50,750,0,41.7,29.0,2025-10-28 19:29:53
2797,Lucknow Zoo,119,Zoo,20,300,0,58.1,32.9,2026-06-28 03:53:37
2798,Spicy Ludhiana Waterfall,93,Waterfall,30,450,25,83.3,2.4,2025-07-21 06:15:07
2799,Festival Panipat Waterfall,38,Waterfall,0,0,50,77.9,5.8,2025-03-07 07:59:40
2800,Mount Abu Market,100,Market,20,300,25,92.1,0,2025-09-19 11:54:23
2801,Konark Beach,88,Beach,200,2000,50,40.5,78.6,2026-04-08 12:14:36
2802,Premium Chennai Hill Station Point,106,Beach,200,1600,50,71.4,19.2,2026-01-23 17:36:23
2803,Hampi Fort,50,Fort,20,200,0,80.8,5.3,2025-03-07 13:58:55
2804,Street-side Kovalam Market,61,Market,20,200,50,75.2,14.0,2025-10-22 04:55:27
2805,Homestyle Nagpur Bridge,71,Bridge,0,0,100,74.5,18.6,2025-06-08 12:26:25
2806,Faridabad Palace,36,Palace,10,80,50,58.4,19.5,2025-05-30 20:46:34
2807,Digha Zoo,136,Zoo,20,300,100,82.7,2.4,2025-03-24 11:29:05
2808,Margao Dam,24,Dam,200,1000,0,95.2,0,2025-11-14 07:47:14
2809,Varanasi Cave,121,Cave,30,450,25,66.0,13.0,2025-02-11 23:20:30
2810,Local Favourite Thanjavur Zoo,113,Zoo,200,2000,50,77.8,12.1,2025-06-25 02:04:28
2811,Vijayawada Lake,2,Lake,200,3000,100,68.1,18.6,2026-01-06 18:04:51
2812,Rajahmundry Zoo,5,Zoo,20,300,0,57.3,29.2,2025-06-19 02:45:34
2813,Quick-bite Puri National Park,87,Museum,0,0,0,84.7,0.3,2025-07-05 22:39:58
2814,Street-side Konark Market,88,Market,50,750,25,73.2,19.9,2025-05-11 02:35:51
2815,Kurukshetra Palace,37,Palace,150,1200,0,71.5,9.5,2026-05-20 11:19:47
2816,Family Recipe Amritsar Lake,91,Lake,10,50,50,64.4,21.7,2025-08-23 21:17:43
2817,Deoghar Bridge,47,Bridge,50,500,0,46.2,26.2,2025-09-25 10:08:29
2818,Royal Orchha Waterfall,68,Waterfall,200,3000,100,44.3,56.0,2025-12-22 17:08:09
2819,Coorg Zoo,52,Zoo,50,250,0,44.7,36.2,2026-03-10 09:13:37
2820,Orchha Market,68,Market,0,0,100,67.1,30.5,2025-04-13 06:23:32
2821,Bhubaneswar Temple,86,Temple,200,3000,0,85.0,0,2026-05-30 07:53:21
2822,Ahmedabad Dam,28,Dam,30,300,50,54.0,22.0,2026-04-19 20:02:02
2823,Alleppey Market,58,Market,0,0,0,78.6,5.1,2025-03-26 23:37:05
2824,Street-side Jaisalmer Monastery,98,Monastery,0,0,25,82.2,2.8,2025-02-17 17:16:43
2825,Hampi Museum,50,Museum,150,2250,25,65.1,31.5,2025-04-09 16:16:58
2826,Cherrapunji Lake,80,Lake,200,2000,0,75.8,15.1,2025-10-08 21:19:08
2827,Homestyle Udupi Monastery,53,Monastery,200,1600,100,57.2,28.4,2026-02-10 04:20:08
2828,Kozhikode Temple,59,Temple,20,100,0,63.1,13.7,2025-02-09 13:06:08
2829,Tirupati Fort,3,Fort,150,1200,25,83.7,2.1,2025-08-19 05:16:23
2830,Kaziranga Heritage Walk,13,Monastery,20,300,0,81.6,2.5,2025-10-06 18:31:56
2831,Village-style Konark Hill Station Point,88,Museum,30,450,25,70.4,10.8,2026-01-22 01:14:12
2832,Gwalior Church,65,Church,150,1500,0,70.5,11.9,2025-03-10 01:50:27
2833,Premium Puri Viewpoint,87,Viewpoint,150,1500,25,79.1,6.7,2025-08-06 21:29:07
2834,Jorhat Garden,12,Garden,100,1000,0,73.7,11.3,2025-06-04 19:57:18
2835,Shantiniketan Beach,138,Beach,30,450,100,89.8,0,2025-05-29 12:51:22
2836,Deluxe Nainital Garden,130,Garden,50,250,100,63.1,36.2,2025-11-16 22:10:10
2837,Ujjain Monastery,66,Monastery,150,1200,25,74.7,9.5,2025-09-26 14:39:54
2838,Homestyle Udaipur Heritage Walk,96,Beach,150,1200,100,90.4,0,2025-12-15 14:31:13
2839,Lucknow Museum,119,Museum,0,0,50,78.4,10.0,2026-05-05 10:58:13
2840,Nagpur Zoo,71,Zoo,30,450,100,66.2,29.5,2025-04-23 03:29:49
2841,Rajgir Hill Station Point,19,Monastery,10,50,0,52.4,47.6,2025-02-21 23:12:31
2842,Tirupati Bridge,3,Bridge,100,800,100,75.8,8.3,2025-05-10 05:20:30
2843,Rajgir Waterfall,19,Waterfall,100,500,50,70.8,14.1,2025-02-10 20:44:15
2844,Imphal Church,77,Church,30,240,25,68.2,28.4,2025-07-17 07:44:35
2845,Silchar Cave,14,Cave,10,80,25,54.2,33.0,2026-01-21 14:48:54
2846,Dimapur National Park,85,Bridge,0,0,0,55.2,33.3,2025-04-18 08:25:49
2847,Chandigarh Wildlife Sanctuary,92,Zoo,0,0,0,64.6,28.6,2025-04-29 13:06:49
2848,Traditional Chandigarh Zoo,92,Zoo,0,0,0,88.7,0,2026-01-18 15:43:02
2849,Chef's Rajahmundry Temple,5,Temple,50,500,0,77.9,4.8,2025-05-19 13:55:02
2850,Quick-bite Agra Viewpoint,120,Viewpoint,10,100,0,56.4,46.8,2026-01-22 03:49:09
2851,Mahabaleshwar Viewpoint,75,Viewpoint,20,200,0,65.7,34.3,2026-05-17 01:29:17
2852,Panipat Wildlife Sanctuary,38,Hill Station Point,200,1600,0,73.8,10.5,2025-09-08 02:58:23
2853,Panipat Hill Station Point,38,Viewpoint,0,0,25,72.0,16.8,2025-08-30 09:14:08
